Compound,Negative,Neutral,Positive
-0.7003,0.324,0.578,0.098
-0.4939,0.176,0.678,0.146
-0.7579,0.194,0.806,0.0
-0.926,0.37,0.571,0.06
-0.296,0.22,0.621,0.158
-0.8338,0.241,0.721,0.039
0.0,0.0,1.0,0.0
-0.8979,0.303,0.629,0.069
-0.3612,0.159,0.754,0.087
-0.891,0.29,0.71,0.0
-0.3182,0.136,0.756,0.108
-0.8779,0.311,0.654,0.035
-0.7845,0.217,0.689,0.094
-0.9217,0.209,0.791,0.0
-0.5859,0.206,0.71,0.084
-0.9555,0.411,0.491,0.098
0.7351,0.0,0.895,0.105
-0.4215,0.141,0.794,0.065
-0.8271,0.199,0.801,0.0
-0.9578,0.314,0.686,0.0
0.2263,0.084,0.774,0.142
0.3818,0.053,0.848,0.099
-0.7717,0.199,0.744,0.057
-0.8316,0.27,0.657,0.073
-0.9371,0.343,0.625,0.032
-0.7003,0.181,0.769,0.049
0.7717,0.0,0.854,0.146
-0.0516,0.184,0.612,0.205
0.1779,0.083,0.753,0.164
-0.765,0.248,0.647,0.106
0.4939,0.066,0.776,0.158
0.6486,0.068,0.741,0.191
-0.4404,0.244,0.585,0.17
-0.5719,0.192,0.703,0.105
-0.3818,0.224,0.586,0.19
0.0516,0.174,0.647,0.179
-0.0772,0.111,0.753,0.136
-0.8176,0.297,0.626,0.077
-0.8176,0.221,0.779,0.0
-0.2382,0.05,0.95,0.0
-0.7506,0.193,0.724,0.083
0.2023,0.129,0.724,0.147
-0.3182,0.102,0.805,0.093
0.25,0.138,0.678,0.185
-0.886,0.305,0.695,0.0
-0.6597,0.23,0.62,0.15
-0.7845,0.167,0.785,0.048
-0.5574,0.217,0.699,0.085
-0.296,0.122,0.815,0.062
-0.5423,0.155,0.761,0.085
0.3182,0.0,0.919,0.081
-0.8126,0.238,0.711,0.051
-0.7964,0.288,0.641,0.071
0.5106,0.198,0.567,0.235
-0.7269,0.252,0.571,0.177
0.2263,0.04,0.873,0.087
-0.7184,0.216,0.693,0.09
-0.6597,0.175,0.767,0.058
-0.8126,0.248,0.678,0.075
-0.4215,0.135,0.809,0.056
-0.7906,0.186,0.741,0.072
-0.1779,0.108,0.776,0.116
-0.8957,0.278,0.722,0.0
-0.8483,0.28,0.594,0.126
-0.8298,0.245,0.755,0.0
0.0,0.0,1.0,0.0
-0.0516,0.138,0.704,0.157
0.5719,0.093,0.69,0.218
-0.6597,0.188,0.741,0.071
-0.8807,0.242,0.758,0.0
-0.7717,0.233,0.659,0.108
0.4215,0.108,0.694,0.199
0.6597,0.097,0.69,0.213
-0.743,0.192,0.743,0.065
0.4767,0.0,0.907,0.093
0.3182,0.041,0.88,0.079
0.3626,0.099,0.712,0.188
-0.2732,0.154,0.754,0.093
-0.872,0.226,0.774,0.0
-0.8979,0.285,0.664,0.051
-0.6369,0.156,0.799,0.045
0.743,0.065,0.677,0.258
-0.802,0.198,0.754,0.048
-0.0258,0.079,0.845,0.076
-0.9022,0.379,0.581,0.04
0.0,0.0,1.0,0.0
-0.6705,0.158,0.842,0.0
-0.9623,0.464,0.477,0.059
-0.7269,0.16,0.84,0.0
-0.5574,0.158,0.775,0.068
-0.7506,0.218,0.718,0.065
0.1779,0.0,0.952,0.048
-0.9118,0.283,0.717,0.0
0.0,0.0,1.0,0.0
0.3818,0.0,0.898,0.102
-0.802,0.231,0.708,0.061
-0.9042,0.306,0.694,0.0
-0.891,0.265,0.735,0.0
-0.9062,0.282,0.664,0.054
-0.9022,0.357,0.495,0.148
-0.34,0.203,0.632,0.166
-0.7717,0.233,0.693,0.075
-0.0085,0.175,0.652,0.174
0.5423,0.0,0.862,0.138
-0.93,0.315,0.685,0.0
0.2023,0.115,0.695,0.19
-0.802,0.285,0.615,0.1
-0.8591,0.26,0.74,0.0
0.5563,0.069,0.753,0.178
-0.6808,0.141,0.859,0.0
-0.1027,0.037,0.963,0.0
0.128,0.053,0.88,0.067
-0.5267,0.215,0.64,0.145
-0.6369,0.183,0.75,0.067
0.0,0.0,1.0,0.0
-0.4215,0.085,0.878,0.037
-0.5766,0.23,0.672,0.098
-0.8807,0.405,0.595,0.0
-0.8176,0.254,0.746,0.0
-0.7351,0.211,0.717,0.072
-0.9136,0.419,0.581,0.0
-0.6369,0.217,0.701,0.083
-0.8271,0.361,0.507,0.131
-0.9118,0.357,0.6,0.042
-0.5267,0.176,0.701,0.122
-0.7184,0.162,0.838,0.0
-0.765,0.159,0.841,0.0
-0.0772,0.112,0.812,0.076
0.2263,0.096,0.751,0.153
-0.4215,0.14,0.745,0.115
-0.1531,0.087,0.843,0.07
-0.4019,0.109,0.823,0.068
-0.802,0.274,0.618,0.108
-0.6705,0.117,0.883,0.0
-0.6705,0.153,0.847,0.0
-0.7351,0.237,0.665,0.098
0.0258,0.087,0.802,0.111
-0.4215,0.156,0.767,0.077
0.4939,0.0,0.904,0.096
-0.9545,0.339,0.661,0.0
0.5859,0.128,0.628,0.244
-0.9501,0.369,0.631,0.0
0.7184,0.126,0.62,0.254
-0.875,0.285,0.672,0.043
0.6369,0.125,0.636,0.239
-0.1027,0.049,0.951,0.0
-0.6808,0.29,0.502,0.208
-0.1901,0.061,0.939,0.0
-0.5574,0.129,0.871,0.0
-0.25,0.176,0.699,0.124
-0.6249,0.164,0.792,0.044
-0.3818,0.176,0.74,0.084
-0.4767,0.134,0.866,0.0
0.5267,0.0,0.898,0.102
0.743,0.0,0.809,0.191
-0.0772,0.158,0.693,0.15
-0.9144,0.311,0.689,0.0
-0.4019,0.135,0.798,0.067
-0.5423,0.15,0.818,0.032
-0.5994,0.269,0.575,0.156
-0.9524,0.274,0.697,0.029
-0.875,0.275,0.725,0.0
-0.6369,0.141,0.822,0.036
-0.9222,0.27,0.73,0.0
-0.9435,0.356,0.644,0.0
-0.8893,0.246,0.684,0.07
-0.9217,0.289,0.711,0.0
-0.7351,0.176,0.824,0.0
0.3182,0.075,0.811,0.114
-0.4767,0.088,0.912,0.0
-0.9758,0.514,0.486,0.0
-0.743,0.174,0.826,0.0
-0.25,0.08,0.92,0.0
0.3879,0.036,0.86,0.104
-0.6369,0.145,0.801,0.054
0.0516,0.142,0.711,0.147
-0.6705,0.134,0.866,0.0
0.3724,0.0,0.926,0.074
-0.34,0.118,0.807,0.075
0.4588,0.0,0.917,0.083
0.4939,0.0,0.881,0.119
0.743,0.073,0.702,0.225
-0.5994,0.176,0.722,0.102
0.6705,0.111,0.735,0.154
-0.5994,0.176,0.722,0.102
0.0772,0.076,0.821,0.104
-0.4019,0.176,0.729,0.094
-0.765,0.197,0.803,0.0
0.3182,0.0,0.909,0.091
-0.0258,0.125,0.752,0.123
-0.4588,0.124,0.809,0.066
-0.8625,0.212,0.788,0.0
-0.7506,0.215,0.785,0.0
-0.2023,0.152,0.714,0.134
0.7269,0.0,0.809,0.191
0.6249,0.0,0.792,0.208
-0.6369,0.188,0.812,0.0
-0.1027,0.105,0.829,0.066
-0.8442,0.223,0.743,0.034
-0.9231,0.314,0.686,0.0
-0.8555,0.293,0.6,0.107
-0.3818,0.124,0.772,0.104
-0.946,0.297,0.68,0.023
-0.9274,0.283,0.717,0.0
-0.9042,0.312,0.605,0.083
-0.6124,0.207,0.707,0.085
-0.926,0.377,0.623,0.0
-0.0258,0.129,0.688,0.183
-0.8176,0.321,0.679,0.0
-0.9186,0.275,0.725,0.0
-0.9001,0.324,0.676,0.0
-0.6808,0.176,0.771,0.053
-0.8689,0.318,0.608,0.075
-0.8779,0.279,0.655,0.066
-0.6369,0.192,0.746,0.062
0.5423,0.0,0.847,0.153
-0.6705,0.166,0.796,0.037
-0.7269,0.226,0.716,0.058
0.1779,0.052,0.827,0.121
-0.9136,0.281,0.719,0.0
-0.7351,0.206,0.747,0.046
-0.7269,0.217,0.783,0.0
-0.2023,0.166,0.691,0.144
-0.8957,0.252,0.748,0.0
-0.5267,0.165,0.776,0.059
-0.7269,0.148,0.852,0.0
-0.765,0.253,0.628,0.119
-0.2732,0.102,0.831,0.067
-0.9698,0.376,0.593,0.031
-0.9246,0.383,0.465,0.152
0.1531,0.056,0.873,0.071
-0.891,0.287,0.637,0.076
-0.3182,0.17,0.746,0.085
0.6486,0.078,0.709,0.213
-0.886,0.272,0.664,0.064
-0.6705,0.134,0.866,0.0
-0.7003,0.177,0.823,0.0
-0.9153,0.316,0.655,0.029
-0.9485,0.341,0.659,0.0
-0.128,0.175,0.693,0.133
-0.8591,0.197,0.778,0.025
0.4019,0.063,0.82,0.117
-0.0258,0.159,0.706,0.135
-0.8176,0.246,0.686,0.069
-0.4019,0.12,0.794,0.086
-0.6705,0.153,0.847,0.0
-0.9485,0.328,0.672,0.0
0.0,0.0,1.0,0.0
0.0772,0.15,0.649,0.201
-0.7783,0.163,0.837,0.0
-0.0772,0.214,0.557,0.229
-0.7964,0.218,0.713,0.069
-0.8126,0.218,0.633,0.148
-0.7964,0.218,0.713,0.069
-0.2732,0.188,0.657,0.155
-0.7003,0.249,0.673,0.079
-0.0258,0.083,0.854,0.063
0.0,0.0,1.0,0.0
-0.9153,0.296,0.592,0.112
-0.8225,0.21,0.729,0.061
-0.9136,0.312,0.688,0.0
-0.743,0.23,0.643,0.127
-0.9136,0.297,0.703,0.0
-0.4019,0.066,0.934,0.0
-0.1027,0.141,0.729,0.13
-0.4019,0.094,0.906,0.0
0.0,0.107,0.786,0.107
-0.743,0.275,0.578,0.147
-0.631,0.241,0.627,0.132
-0.7003,0.188,0.752,0.06
-0.4588,0.14,0.811,0.05
0.0516,0.164,0.692,0.144
-0.7579,0.292,0.554,0.154
-0.4215,0.087,0.87,0.043
-0.8442,0.278,0.629,0.093
-0.0,0.175,0.678,0.147
-0.9698,0.453,0.547,0.0
0.7184,0.108,0.672,0.22
-0.25,0.092,0.816,0.092
-0.4019,0.188,0.654,0.158
-0.9153,0.369,0.563,0.068
-0.9382,0.267,0.612,0.121
-0.6908,0.222,0.705,0.073
-0.6486,0.202,0.798,0.0
0.0258,0.134,0.73,0.136
0.8316,0.057,0.722,0.22
-0.7996,0.177,0.79,0.034
-0.3818,0.166,0.711,0.124
-0.6705,0.138,0.862,0.0
-0.6705,0.17,0.83,0.0
-0.4939,0.088,0.912,0.0
-0.8957,0.293,0.707,0.0
-0.4767,0.195,0.663,0.141
-0.4939,0.237,0.612,0.152
0.6908,0.071,0.729,0.2
-0.5574,0.181,0.7,0.118
-0.8074,0.22,0.749,0.031
-0.6369,0.17,0.764,0.067
-0.8481,0.266,0.697,0.037
0.9081,0.0,0.644,0.356
0.3182,0.098,0.757,0.145
0.9432,0.031,0.612,0.357
-0.8591,0.302,0.698,0.0
-0.8555,0.299,0.594,0.107
-0.9136,0.297,0.659,0.044
-0.6798,0.203,0.692,0.104
-0.4404,0.166,0.725,0.109
-0.1372,0.132,0.764,0.104
0.4939,0.102,0.698,0.2
0.7351,0.056,0.754,0.19
-0.7906,0.229,0.684,0.087
0.4215,0.075,0.754,0.171
0.4939,0.0,0.884,0.116
-0.6597,0.183,0.734,0.083
-0.1376,0.082,0.854,0.064
-0.5423,0.184,0.695,0.122
-0.8126,0.203,0.797,0.0
0.4939,0.0,0.873,0.127
-0.0258,0.111,0.751,0.138
-0.7506,0.209,0.687,0.104
-0.4767,0.091,0.909,0.0
0.5267,0.0,0.907,0.093
0.7269,0.03,0.771,0.198
-0.6908,0.144,0.856,0.0
0.2732,0.0,0.943,0.057
0.0258,0.128,0.741,0.131
0.4215,0.1,0.71,0.19
0.2023,0.0,0.942,0.058
-0.765,0.272,0.603,0.125
0.25,0.074,0.824,0.103
-0.8841,0.331,0.554,0.116
0.5267,0.106,0.652,0.242
-0.7269,0.205,0.742,0.053
-0.7003,0.309,0.593,0.098
-0.9325,0.357,0.534,0.109
0.4019,0.0,0.922,0.078
-0.8957,0.267,0.691,0.041
0.5719,0.103,0.686,0.211
0.1779,0.139,0.681,0.18
-0.9246,0.323,0.677,0.0
-0.8074,0.216,0.743,0.041
0.128,0.097,0.769,0.134
0.5106,0.0,0.904,0.096
0.5859,0.053,0.829,0.118
0.2732,0.0,0.905,0.095
-0.9313,0.315,0.634,0.051
0.0,0.0,1.0,0.0
-0.8402,0.206,0.76,0.034
-0.6124,0.162,0.784,0.054
-0.7906,0.263,0.698,0.039
-0.9468,0.417,0.55,0.033
-0.4767,0.103,0.897,0.0
-0.7351,0.223,0.726,0.05
-0.4767,0.086,0.914,0.0
0.296,0.037,0.868,0.095
-0.91,0.331,0.61,0.059
-0.4404,0.172,0.702,0.126
-0.9062,0.311,0.689,0.0
-0.912,0.371,0.577,0.052
-0.0258,0.095,0.812,0.092
-0.128,0.064,0.858,0.078
0.2023,0.152,0.654,0.194
-0.91,0.329,0.615,0.057
-0.7717,0.207,0.704,0.089
-0.8885,0.307,0.693,0.0
-0.5267,0.169,0.736,0.095
-0.5574,0.126,0.874,0.0
0.2263,0.073,0.794,0.133
-0.8225,0.212,0.731,0.057
0.3182,0.0,0.916,0.084
-0.6124,0.229,0.637,0.134
0.4404,0.131,0.677,0.192
-0.7906,0.175,0.825,0.0
0.0387,0.088,0.818,0.093
0.0258,0.036,0.925,0.039
-0.9081,0.286,0.714,0.0
0.2732,0.076,0.801,0.124
-0.8658,0.191,0.809,0.0
-0.967,0.383,0.617,0.0
0.4767,0.146,0.64,0.214
-0.9022,0.291,0.709,0.0
-0.8442,0.19,0.81,0.0
-0.9618,0.424,0.576,0.0
-0.7579,0.26,0.609,0.131
-0.1027,0.11,0.813,0.077
0.34,0.066,0.8,0.134
-0.8225,0.187,0.813,0.0
0.34,0.061,0.81,0.128
-0.3182,0.102,0.852,0.046
-0.5267,0.177,0.752,0.07
-0.9081,0.323,0.677,0.0
-0.6369,0.199,0.723,0.078
-0.7579,0.149,0.851,0.0
-0.8126,0.257,0.673,0.07
-0.0258,0.06,0.883,0.057
-0.3818,0.226,0.58,0.194
-0.0258,0.129,0.745,0.126
-0.7506,0.147,0.808,0.045
0.2023,0.102,0.775,0.123
-0.1027,0.082,0.847,0.071
0.1531,0.17,0.625,0.205
-0.0258,0.084,0.837,0.079
-0.8885,0.288,0.641,0.071
-0.4019,0.135,0.781,0.084
0.0772,0.0,0.962,0.038
-0.3182,0.193,0.668,0.138
-0.4404,0.081,0.919,0.0
-0.9716,0.523,0.477,0.0
0.296,0.167,0.616,0.217
-0.8126,0.298,0.622,0.08
-0.802,0.263,0.604,0.133
-0.0772,0.176,0.634,0.19
-0.9186,0.371,0.629,0.0
-0.836,0.294,0.592,0.114
-0.34,0.07,0.93,0.0
0.2732,0.101,0.755,0.145
-0.875,0.225,0.775,0.0
0.2944,0.05,0.861,0.089
-0.8442,0.231,0.769,0.0
-0.8402,0.299,0.603,0.098
-0.8658,0.264,0.736,0.0
-0.5267,0.102,0.898,0.0
-0.7149,0.252,0.618,0.129
-0.7184,0.146,0.854,0.0
-0.765,0.16,0.774,0.066
-0.9756,0.457,0.543,0.0
-0.6705,0.114,0.886,0.0
-0.296,0.111,0.808,0.081
-0.9246,0.379,0.621,0.0
-0.5267,0.136,0.804,0.06
-0.6369,0.156,0.781,0.062
-0.7096,0.202,0.755,0.043
0.4767,0.104,0.687,0.209
-0.3182,0.152,0.759,0.089
0.5859,0.0,0.873,0.127
-0.7717,0.191,0.758,0.051
-0.9729,0.407,0.593,0.0
-0.8126,0.208,0.792,0.0
-0.765,0.233,0.681,0.086
0.5096,0.0,0.909,0.091
0.1531,0.069,0.812,0.119
-0.4019,0.126,0.781,0.093
-0.296,0.127,0.798,0.075
0.7096,0.0,0.831,0.169
-0.34,0.091,0.909,0.0
0.2263,0.077,0.797,0.126
-0.8555,0.227,0.773,0.0
-0.7506,0.224,0.656,0.12
-0.886,0.304,0.625,0.071
-0.8176,0.261,0.672,0.067
-0.886,0.361,0.553,0.087
-0.3818,0.118,0.882,0.0
-0.9042,0.264,0.736,0.0
-0.7579,0.235,0.716,0.049
-0.4588,0.139,0.802,0.059
0.0,0.0,1.0,0.0
-0.3818,0.082,0.918,0.0
-0.8834,0.329,0.671,0.0
-0.6249,0.238,0.595,0.167
-0.9042,0.303,0.697,0.0
-0.296,0.139,0.766,0.095
-0.8591,0.301,0.649,0.05
0.0772,0.072,0.847,0.081
-0.765,0.209,0.791,0.0
-0.3415,0.134,0.792,0.074
-0.765,0.196,0.804,0.0
0.5423,0.0,0.881,0.119
-0.2732,0.153,0.751,0.097
0.2732,0.063,0.845,0.093
-0.5574,0.145,0.777,0.078
-0.5994,0.119,0.881,0.0
0.0,0.0,1.0,0.0
0.4019,0.0,0.915,0.085
0.4157,0.063,0.739,0.198
-0.91,0.337,0.602,0.06
-0.2023,0.105,0.816,0.078
0.0,0.0,1.0,0.0
-0.7003,0.259,0.608,0.132
-0.4404,0.126,0.874,0.0
-0.5423,0.134,0.866,0.0
0.3818,0.0,0.912,0.088
-0.4404,0.181,0.73,0.089
-0.128,0.121,0.743,0.136
0.7579,0.0,0.783,0.217
-0.8442,0.28,0.72,0.0
-0.6908,0.139,0.861,0.0
0.128,0.103,0.738,0.159
-0.7783,0.187,0.813,0.0
-0.836,0.213,0.736,0.051
-0.5994,0.159,0.841,0.0
-0.0258,0.136,0.769,0.095
-0.872,0.275,0.672,0.053
-0.9231,0.429,0.571,0.0
-0.7717,0.198,0.765,0.037
0.0516,0.097,0.8,0.103
0.0772,0.098,0.795,0.107
0.7579,0.0,0.843,0.157
0.0,0.0,1.0,0.0
-0.4654,0.122,0.812,0.067
-0.34,0.094,0.906,0.0
-0.765,0.163,0.837,0.0
0.5106,0.0,0.837,0.163
-0.4019,0.204,0.68,0.117
-0.6486,0.194,0.806,0.0
0.0876,0.111,0.765,0.123
0.4215,0.0,0.882,0.118
-0.6705,0.148,0.852,0.0
0.296,0.0,0.894,0.106
-0.0772,0.202,0.604,0.193
-0.1531,0.132,0.786,0.082
-0.2617,0.171,0.713,0.115
-0.9231,0.376,0.554,0.069
-0.1935,0.131,0.765,0.104
-0.7783,0.224,0.776,0.0
0.5859,0.0,0.849,0.151
0.0,0.0,1.0,0.0
0.2732,0.0,0.916,0.084
0.3447,0.078,0.772,0.15
-0.4019,0.097,0.903,0.0
0.0772,0.08,0.797,0.123
0.4019,0.0,0.917,0.083
-0.34,0.105,0.895,0.0
-0.7189,0.24,0.694,0.066
0.0258,0.066,0.866,0.069
-0.4767,0.146,0.78,0.075
-0.4939,0.151,0.775,0.074
-0.5106,0.152,0.848,0.0
0.2023,0.0,0.924,0.076
-0.3252,0.08,0.92,0.0
-0.91,0.324,0.676,0.0
-0.4215,0.144,0.738,0.117
-0.7845,0.21,0.79,0.0
-0.7579,0.168,0.785,0.047
-0.5423,0.132,0.868,0.0
-0.9501,0.369,0.631,0.0
-0.7269,0.223,0.721,0.056
-0.5423,0.163,0.837,0.0
-0.8625,0.202,0.765,0.033
-0.5423,0.163,0.837,0.0
-0.8481,0.203,0.746,0.05
-0.91,0.38,0.62,0.0
-0.9371,0.431,0.569,0.0
-0.7845,0.226,0.774,0.0
-0.128,0.051,0.949,0.0
-0.9325,0.299,0.659,0.042
0.0516,0.075,0.844,0.081
0.0,0.0,1.0,0.0
0.3818,0.0,0.898,0.102
0.128,0.201,0.615,0.184
-0.0258,0.102,0.767,0.131
-0.7096,0.209,0.716,0.074
-0.8934,0.26,0.69,0.049
-0.4215,0.156,0.767,0.077
-0.7717,0.157,0.807,0.036
-0.7579,0.228,0.772,0.0
0.0772,0.073,0.842,0.084
0.0,0.0,1.0,0.0
0.3818,0.065,0.794,0.141
-0.8519,0.263,0.737,0.0
0.3612,0.0,0.923,0.077
0.1779,0.0,0.957,0.043
-0.8555,0.302,0.625,0.073
-0.7351,0.246,0.629,0.126
-0.2023,0.063,0.889,0.047
0.4019,0.0,0.932,0.068
0.0,0.0,1.0,0.0
-0.7003,0.209,0.791,0.0
0.7964,0.0,0.748,0.252
-0.6124,0.197,0.727,0.076
0.0,0.0,1.0,0.0
-0.6597,0.242,0.683,0.075
-0.5106,0.194,0.676,0.13
-0.2263,0.17,0.721,0.108
-0.2263,0.18,0.712,0.109
-0.8225,0.29,0.628,0.082
-0.3612,0.182,0.684,0.134
-0.7269,0.21,0.79,0.0
0.0,0.0,1.0,0.0
-0.6633,0.146,0.854,0.0
0.1027,0.0,0.957,0.043
-0.8271,0.244,0.756,0.0
-0.8225,0.22,0.78,0.0
-0.7906,0.25,0.75,0.0
-0.8625,0.314,0.686,0.0
-0.6808,0.24,0.65,0.11
-0.5574,0.118,0.882,0.0
-0.8658,0.361,0.539,0.1
-0.8126,0.267,0.661,0.071
0.0,0.089,0.823,0.089
0.0258,0.0,0.962,0.038
-0.3182,0.215,0.606,0.179
-0.8225,0.241,0.759,0.0
-0.5267,0.129,0.871,0.0
-0.296,0.113,0.887,0.0
0.25,0.034,0.907,0.059
-0.7579,0.22,0.78,0.0
-0.5267,0.134,0.804,0.062
-0.7783,0.228,0.772,0.0
-0.9153,0.372,0.55,0.077
-0.8531,0.335,0.574,0.091
-0.25,0.143,0.774,0.083
0.5574,0.0,0.839,0.161
-0.8126,0.368,0.521,0.11
-0.6705,0.134,0.866,0.0
-0.7845,0.265,0.614,0.12
0.8271,0.061,0.665,0.274
0.2023,0.172,0.633,0.195
0.8271,0.061,0.665,0.274
-0.9601,0.41,0.499,0.091
-0.8442,0.319,0.56,0.12
-0.8885,0.315,0.685,0.0
-0.8225,0.233,0.767,0.0
-0.8834,0.339,0.661,0.0
-0.4939,0.151,0.849,0.0
-0.4215,0.144,0.788,0.068
0.0,0.0,1.0,0.0
-0.3208,0.213,0.665,0.122
-0.836,0.282,0.681,0.037
-0.6705,0.13,0.87,0.0
-0.8934,0.333,0.602,0.065
-0.6597,0.19,0.81,0.0
0.3612,0.158,0.578,0.264
-0.6199,0.176,0.824,0.0
-0.8271,0.274,0.726,0.0
-0.4367,0.244,0.645,0.112
0.4404,0.0,0.855,0.145
-0.5994,0.119,0.881,0.0
-0.802,0.272,0.728,0.0
0.25,0.065,0.845,0.089
-0.4027,0.102,0.853,0.044
-0.9744,0.4,0.572,0.028
-0.8957,0.244,0.732,0.024
0.1531,0.104,0.738,0.158
-0.7964,0.131,0.869,0.0
-0.6597,0.147,0.772,0.081
-0.91,0.14,0.82,0.04
-0.5423,0.149,0.755,0.096
-0.0772,0.093,0.795,0.112
-0.4798,0.211,0.686,0.103
-0.8225,0.284,0.622,0.095
-0.6808,0.198,0.734,0.068
0.3182,0.0,0.919,0.081
-0.2732,0.143,0.774,0.083
0.4019,0.0,0.912,0.088
-0.4767,0.11,0.89,0.0
-0.4404,0.104,0.896,0.0
-0.34,0.222,0.619,0.16
-0.5106,0.152,0.774,0.074
-0.765,0.194,0.754,0.052
-0.8588,0.254,0.746,0.0
-0.8779,0.246,0.754,0.0
-0.6597,0.178,0.755,0.067
-0.5859,0.183,0.743,0.074
-0.7717,0.165,0.835,0.0
0.0,0.0,1.0,0.0
-0.7579,0.157,0.843,0.0
0.6249,0.073,0.729,0.198
-0.7579,0.246,0.754,0.0
-0.8625,0.294,0.706,0.0
-0.9062,0.406,0.594,0.0
-0.7906,0.269,0.652,0.079
-0.8442,0.182,0.818,0.0
-0.5984,0.129,0.831,0.04
0.5267,0.074,0.738,0.188
0.1779,0.06,0.857,0.083
-0.5423,0.119,0.881,0.0
-0.9643,0.436,0.462,0.102
0.4588,0.122,0.649,0.23
0.0,0.0,1.0,0.0
-0.0516,0.04,0.96,0.0
0.0772,0.0,0.952,0.048
-0.8979,0.34,0.66,0.0
-0.4939,0.078,0.922,0.0
-0.4215,0.124,0.801,0.075
-0.8074,0.265,0.735,0.0
-0.4939,0.091,0.909,0.0
-0.0258,0.137,0.669,0.195
-0.8591,0.312,0.613,0.075
0.5859,0.092,0.658,0.25
-0.3544,0.149,0.778,0.073
-0.8625,0.262,0.738,0.0
-0.25,0.128,0.774,0.098
0.2732,0.076,0.79,0.134
-0.875,0.278,0.722,0.0
-0.0258,0.154,0.725,0.121
-0.6369,0.158,0.78,0.062
-0.9042,0.345,0.607,0.049
-0.7906,0.2,0.8,0.0
-0.8519,0.261,0.699,0.04
-0.6486,0.129,0.871,0.0
0.4767,0.061,0.758,0.181
-0.4939,0.127,0.873,0.0
-0.6705,0.193,0.807,0.0
0.0,0.0,1.0,0.0
-0.2263,0.117,0.763,0.12
0.5719,0.0,0.879,0.121
0.4215,0.065,0.813,0.122
0.7003,0.0,0.823,0.177
0.0,0.0,1.0,0.0
0.3818,0.07,0.769,0.161
-0.8353,0.241,0.759,0.0
-0.6705,0.209,0.791,0.0
-0.2732,0.19,0.692,0.118
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.5994,0.204,0.796,0.0
0.34,0.087,0.727,0.186
-0.0772,0.162,0.722,0.116
-0.296,0.084,0.916,0.0
-0.2263,0.11,0.776,0.113
-0.5994,0.164,0.836,0.0
-0.3182,0.157,0.72,0.123
-0.2732,0.221,0.56,0.219
-0.6369,0.178,0.769,0.053
0.1531,0.0,0.94,0.06
0.0,0.0,1.0,0.0
-0.5267,0.108,0.892,0.0
-0.1531,0.089,0.838,0.073
-0.7003,0.236,0.681,0.084
0.0,0.0,1.0,0.0
-0.7964,0.269,0.731,0.0
-0.4404,0.097,0.903,0.0
-0.6705,0.193,0.807,0.0
-0.7906,0.219,0.781,0.0
0.0,0.0,1.0,0.0
0.1779,0.189,0.603,0.208
0.0,0.0,1.0,0.0
-0.6705,0.166,0.801,0.033
-0.5859,0.179,0.821,0.0
-0.4939,0.091,0.909,0.0
-0.8625,0.348,0.652,0.0
-0.7096,0.246,0.662,0.091
0.6369,0.0,0.816,0.184
0.1027,0.056,0.873,0.071
-0.5423,0.185,0.7,0.115
0.7579,0.0,0.73,0.27
-0.8225,0.233,0.767,0.0
-0.6124,0.161,0.839,0.0
-0.7579,0.206,0.794,0.0
0.3182,0.0,0.883,0.117
-0.5994,0.126,0.874,0.0
-0.3818,0.067,0.876,0.057
0.2732,0.068,0.8,0.132
0.4215,0.066,0.783,0.151
-0.6249,0.188,0.812,0.0
0.0,0.0,1.0,0.0
0.3612,0.0,0.915,0.085
0.6705,0.0,0.825,0.175
-0.9062,0.326,0.603,0.071
-0.6908,0.264,0.638,0.099
-0.8176,0.19,0.81,0.0
-0.3612,0.067,0.933,0.0
-0.4767,0.121,0.83,0.048
-0.6705,0.164,0.836,0.0
-0.9136,0.345,0.655,0.0
0.1779,0.076,0.826,0.098
0.0258,0.1,0.796,0.103
-0.34,0.079,0.921,0.0
-0.4019,0.135,0.781,0.084
-0.8271,0.222,0.778,0.0
-0.886,0.289,0.711,0.0
-0.4019,0.24,0.539,0.221
-0.6705,0.143,0.857,0.0
-0.8402,0.287,0.625,0.088
0.3818,0.0,0.912,0.088
-0.802,0.288,0.647,0.065
-0.7964,0.238,0.762,0.0
-0.5267,0.124,0.876,0.0
0.128,0.072,0.841,0.087
0.2263,0.073,0.825,0.102
-0.4537,0.197,0.657,0.145
-0.8176,0.278,0.608,0.114
-0.1027,0.113,0.792,0.096
0.4767,0.0,0.897,0.103
0.3182,0.0,0.922,0.078
0.4019,0.0,0.903,0.097
-0.0258,0.136,0.706,0.158
-0.4939,0.066,0.934,0.0
0.5994,0.0,0.851,0.149
-0.2263,0.13,0.769,0.1
-0.5574,0.185,0.741,0.074
-0.7783,0.207,0.793,0.0
-0.4404,0.178,0.677,0.144
-0.4588,0.107,0.893,0.0
-0.4019,0.088,0.912,0.0
-0.0772,0.093,0.825,0.082
-0.875,0.27,0.69,0.04
0.3612,0.0,0.909,0.091
0.6597,0.071,0.649,0.279
-0.4588,0.147,0.801,0.051
-0.34,0.091,0.909,0.0
-0.7996,0.217,0.742,0.041
-0.6705,0.158,0.842,0.0
-0.7717,0.188,0.812,0.0
-0.4767,0.107,0.893,0.0
